,Game,AgeRestriction,GameDescription,Reviews,ReviewSentiment,ReleaseDate,Developer,FullPrice,DiscountedPrice,PEGI,MetacriticScore,Type,LastUpdate,GamesLanguages,GameFeatures,DRM Notice,GameAchievements,CuratorReviews
851,Crafty Survivors,No,"All heroes got corrupted! Unlock a diverse cast of crafty professionals, use their unique skills, create your own builds and defend your home by eliminating hordes of monsters. Gather materials, rebuild your village and craft your way to the origin of this malignous curse!","Análises em geral:
Muito positivas (206 análises)",Muito positivas,15/mar./2023,Flannel Bear Games,"R$ 13,79",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Ação, Acesso Antecipado",Ver todas as atualizações (última: 5 de abr.),1,"Um jogador
Conquistas Steam
Compat. total com controle
Nuvem Steam",Not required,Inclui 16 Conquistas Steam,14 curadores analisaram este produto. Clique aqui para saber quais.
852,,No,,,,,,,0,,,,,1,,Not required,0,0
853,"Warhammer 40,000: Dawn of War II: Retribution",No,Comande uma de seis facções únicas na próxima expansão da premiada série de jogo de estratégia em tempo real Dawn of War. Escolha construir um exército enorme ou liderar um pequeno pelotão de heróis de elite na batalha e experimente uma campanha individual personalizada para a sua raça favorita.,"Análises em geral:
Muito positivas (6,558 análises)",Muito positivas,3/mar./2011,"Relic Entertainment, Feral Interactive (Mac/Linux)","R$ 55,99",0,,,Estratégia,,Ver todos os 8 idiomas disponíveis,"Um jogador
Conquistas Steam
Nuvem Steam
Estatísticas
Classificações Steam",Not required,Inclui 77 Conquistas Steam,119 curadores analisaram este produto. Clique aqui para saber quais.
854,Blood and Bacon,No,"Este Multiplayer CO- OP "" First Person Shooter "" tem dia e os níveis de noite , os jogadores irão tomar em 35 tipos de inimigos e numerosos chefes , como gigantescos monstros e Minibosses a cada 10 dias enquanto explora , atirar e correr para sua vida contra o ataque de suíno monstruosidades .","Análises em geral:
Extremamente positivas (23,686 análises)",Extremamente positivas,1/fev./2016,Big Corporation,"R$ 2,19",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Aventura, Casual",,1,"Um jogador
JxJ on-line
Cooperativo on-line
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam
Estatísticas
Classificações Steam",Requer aceitação de contrato de terceiros,Inclui 42 Conquistas Steam,316 curadores analisaram este produto. Clique aqui para saber quais.
855,PAYDAY 2: Golden Dagger Tailor Pack,Yes,,"Análises em geral:
Muito positivas (53 análises)",Muito positivas,9/mar./2022,OVERKILL - a Starbreeze Studio.,"R$ 6,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,"Ação, RPG",Ver todas as atualizações (última: 23 de mar.),Ver todos os 11 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Compras em aplicativo
Nuvem Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV",Not required,0,2 curadores analisaram este produto. Clique aqui para saber quais.
856,Cardboard Town,No,"Cardboard Town é um jogo de cartas e construção de cidades. Gerencie seus recursos, adquira melhorias, compre cartas e prospere! Eventos aleatórios, missões de cartas e opções que faz cada gameplay ser diferente. Use suas Action Cards com inteligência em conjunto com suas cartas de construção.","Análises em geral:
Muito positivas (71 análises)",Muito positivas,12/abr./2023,Stratera Games,"R$ 59,99","R$ 88,00",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Casual, Indie, Simulação, Estratégia, Acesso Antecipado",,Ver todos os 7 idiomas disponíveis,"Um jogador
Conquistas Steam
O Steam está analisando este jogo ",Not required,Inclui 11 Conquistas Steam,5 curadores analisaram este produto. Clique aqui para saber quais.
857,Martha Is Dead,Yes,"Ambientado na Itália de 1944, Martha Is Dead é um suspense psicológico sombrio em primeira pessoa que mescla realidade, superstição e a tragédia da guerra.","Análises em geral:
Muito positivas (1,583 análises)",Muito positivas,24/fev./2022,LKA,"R$ 57,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,73,"Aventura, Indie",,Ver todos os 13 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Not required,Inclui 22 Conquistas Steam,77 curadores analisaram este produto. Clique aqui para saber quais.
858,"Gunner, HEAT, PC!",Yes,"Gunner, HEAT, PC! (GHPC) is a simulation game about modern mounted combat, with special attention to authenticity and fun.","Análises em geral:
Muito positivas (1,983 análises)",Muito positivas,6/set./2022,Radian Simulations LLC,"R$ 57,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Indie, Simulação, Acesso Antecipado",Ver todas as atualizações (última: 4 de abr.),1,"Um jogador
Compat. parcial com controle",Not required,0,23 curadores analisaram este produto. Clique aqui para saber quais.
859,Legion TD 2 - Multiplayer Tower Defense,No,"Um jogo de estratégia tática no modelo tower defense multijogador e individual, com infinitas possibilidades de criação. Defenda ondas de inimigos e destrua o chefe inimigo antes que eles destruam o seu. Legion TD 2 é um jogo único de trabalho em equipe e previsão. Divirta-se com 1-8 jogadores.","Análises em geral:
Muito positivas (8,219 análises)",Muito positivas,1/out./2021,AutoAttack Games,"R$ 59,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Casual, Indie, Estratégia",Ver todas as atualizações (última: 10 de abr.),Ver todos os 25 idiomas disponíveis,"Um jogador
JxJ on-line
Cooperativo on-line
Conquistas Steam
Cartas Colecionáveis Steam
Estatísticas",Not required,Inclui 69 Conquistas Steam,55 curadores analisaram este produto. Clique aqui para saber quais.
860,Conan Exiles - The Riddle of Steel,Yes,,"Análises em geral:
Ligeiramente positivas (60 análises)",Ligeiramente positivas,9/mai./2019,Funcom,"R$ 17,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,"Ação, Aventura, Multijogador Massivo, RPG, Simulação, Estratégia",Ver todas as atualizações (última: 30 de mar.),Ver todos os 12 idiomas disponíveis,"Um jogador
JxJ on-line
Cooperativo on-line
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Oficina Steam",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
861,Resoraki: The racing,No,"Resoraki é um simples jogo de corrida. Jogue sozinho ou com um amigo (offline/online) e corra na Polônia, Finlândia, Austrália ou Grécia. Diferentes modos de jogo como campeonato, fliperama e prova de tempo. Os gráficos combinam estilos de anime, desenho animado e quadrinhos.","Análises em geral:
Neutras (23 análises)",Neutras,23/mar./2023,Airem,"R$ 3,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Ação, Casual, Indie, Corrida, Simulação, Esportes",Ver todas as atualizações (última: 1 de abr.),Ver todos os 90 idiomas disponíveis,"Um jogador
JxJ tela dividida/compart.
Conquistas Steam
Compat. total com controle
Nuvem Steam
Classificações Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV
Remote Play Together
O Steam está analisando este jogo ",Not required,Inclui 100 Conquistas Steam,20 curadores analisaram este produto. Clique aqui para saber quais.
862,Resident Evil 2 - Deluxe Weapon: Samurai Edge - Jill Model,Yes,,"Análises em geral:
Ligeiramente positivas (22 análises)",Ligeiramente positivas,21/mar./2019,"CAPCOM Co., Ltd.","R$ 3,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,,Ação,Ver todas as atualizações (última: hoje),Ver todos os 12 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
863,Hellblade: Senua's Sacrifice,No,"Dos criadores de Heavenly Sword, Enslaved: Odyssey to the West e DmC: Devil May Cry, chega a jornada brutal de um guerreiro pelo mito e loucura. Ambientado na era viking, um arruinado guerreiro celta embarca numa aventura visionária e inquietante pelo Inferno Viking para lutar pela alma de sua amada morta.","Análises em geral:
Muito positivas (47,329 análises)",Muito positivas,8/ago./2017,Ninja Theory,"R$ 55,99",0,,83,"Ação, Aventura, Indie",,Ver todos os 20 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Remote Play na TV",Not required,Inclui 14 Conquistas Steam,520 curadores analisaram este produto. Clique aqui para saber quais.
864,Hellish Quart,No,"A physics-based, realistic, 3D sword dueling game set in the 17th century. Currently, it features an arcade mode, survival mode, modern HEMA mode, duels vs. AI, wooden weapons sparring, and a local multiplayer mode. Optional VR mode. Early Access.","Análises em geral:
Muito positivas (4,891 análises)",Muito positivas,16/fev./2021,Kubold,"R$ 52,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,,"Ação, Acesso Antecipado",Ver todas as atualizações (última: 20 de mar.),1,"Um jogador
JxJ tela dividida/compart.
Compat. total com controle
Compatíveis com RV
Remote Play no celular
Remote Play no tablet
Remote Play Together",Not required,0,74 curadores analisaram este produto. Clique aqui para saber quais.
865,Vernal Edge,Yes,"Vernal Edge é um Metroidvania 2D cheio de ação que conta com um sistema de combate intenso, sequências de plataformas desafiadoras e uma história poderosa sobre rivalidade, vingança e amadurecimento.","Análises em geral:
Muito positivas (222 análises)",Muito positivas,14/mar./2023,Hello Penguin Team LLC,"R$ 52,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Ação, Aventura",Ver todas as atualizações (última: 6 de abr.),Ver todos os 8 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Nuvem Steam",Not required,Inclui 16 Conquistas Steam,15 curadores analisaram este produto. Clique aqui para saber quais.
866,Deadlock: Planetary Conquest,No,Colonize A Planet. Dominate A World.,"Análises em geral:
Neutras (80 análises)",Neutras,1/jan./1996,"Accolade, Inc.","R$ 13,99","R$ 38,42",,,Estratégia,,1,Um jogador,Not required,0,6 curadores analisaram este produto. Clique aqui para saber quais.
867,PAYDAY 2: Lawless Tailor Pack,Yes,,"Análises em geral:
Positivas (16 análises)",Positivas,22/mar./2023,OVERKILL - a Starbreeze Studio.,"R$ 10,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,"Ação, RPG",Ver todas as atualizações (última: 23 de mar.),Ver todos os 12 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Compat. c/ contr. mov. rastr.
Cartas Colecionáveis Steam
Compras em aplicativo
Nuvem Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
868,Call to Arms - Gates of Hell: Ostfront,Yes,"Call to Arms - Gates of Hell is a realistic RTS/ RTT game that offers endless replay value. Command all types of troops in historical singleplayer, dynamic campaign, PvP and PvE battles. Are you ready for some serious immersion in World War 2?","Análises em geral:
Muito positivas (8,119 análises)",Ligeiramente positivas,11/jun./2021,"Barbedwire Studios, Digitalmindsoft",,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Simulação, Estratégia",Ver todas as atualizações (última: 16 de mar.),Ver todos os 7 idiomas disponíveis,"Um jogador
JxJ on-line
Cooperativo on-line
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Compat. parcial com controle
Nuvem Steam
Estatísticas
Classificações Steam
Inclui editor de níveis",Not required,Inclui 108 Conquistas Steam,60 curadores analisaram este produto. Clique aqui para saber quais.
869,Terror of Hemasaurus,Yes,"Jogue como um monstro gigante e libere o caos sobre a humanidade neste jogo retrô de “esmague tudo”! Soque edifícios, bata em helicópteros, chute veículos, coma humanos. A carnificina é bem diversificada! Destruição satisfatória no estilo arcade para até 4 jogadores!","Análises em geral:
Muito positivas (405 análises)",Muito positivas,17/out./2022,Loren Lemcke,"R$ 26,89","R$ 17,47",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,85,"Ação, Aventura",Ver todas as atualizações (última: 21 de nov. de 2022),1,"Um jogador
JxJ tela dividida/compart.
Coop. tela dividida/compart.
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Estatísticas
Classificações Steam
Remote Play Together",Not required,Inclui 30 Conquistas Steam,27 curadores analisaram este produto. Clique aqui para saber quais.
870,Legend of Keepers: Career of a Dungeon Manager,No,Legend of Keepers é a mistura perfeita entre um jogo de Gerenciamento de Masmorras e um Roguelite. Você foi contratado para ser um mestre de masmorra pela Companhia das Masmorras. Seu trabalho é simples: protegê-las!,"Análises em geral:
Muito positivas (3,386 análises)",Muito positivas,29/abr./2021,Goblinz Studio,"R$ 39,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,76,"RPG, Estratégia",,Ver todos os 15 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam
Estatísticas
Classificações Steam",Not required,Inclui 24 Conquistas Steam,168 curadores analisaram este produto. Clique aqui para saber quais.
871,Sign of Silence,Yes,Sign of Silence is a 4-player cooperative horror game set in dreadful outskirts of Danwille town. Whether you will escape the place or stay here forever depends on cautious and coordinated actions of the whole team!,"Análises em geral:
Neutras (1,603 análises)",Neutras,1/out./2020,Renderise,"R$ 10,89","R$ 8,71",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,,"Ação, Aventura, Indie, Multijogador Massivo",,Ver todos os 10 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conquistas Steam",Not required,Inclui 16 Conquistas Steam,21 curadores analisaram este produto. Clique aqui para saber quais.
872,Cyber Hook,No,"Acelere num mundo retrowave lindo usando habilidades de parkour e um gancho para escalar e andar nas paredes neste jogo de plataforma 3D frenético. Detone os inimigos, manipule o tempo e abuse das leis da física para evitar uma queda fatal.","Análises em geral:
Extremamente positivas (1,368 análises)",Muito positivas,24/set./2020,Blazing Stick,"R$ 28,99","R$ 8,69",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Ação, Indie",,Ver todos os 7 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Oficina Steam
Nuvem Steam
Inclui editor de níveis",Not required,Inclui 22 Conquistas Steam,96 curadores analisaram este produto. Clique aqui para saber quais.
873,,Yes,,,,,,,0,,,,,1,,Not required,0,0
874,Moonlighter: Between Dimensions,No,,"Análises em geral:
Neutras (157 análises)",Neutras,23/jul./2019,Digital Sun,"R$ 14,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Ação, Aventura, Indie",,Ver todos os 11 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Not required,0,2 curadores analisaram este produto. Clique aqui para saber quais.
875,Farming Simulator 19 - Kverneland & Vicon Equipment Pack,No,,"Análises em geral:
Ligeiramente positivas (54 análises)",Ligeiramente positivas,16/jun./2020,Giants Software,"R$ 49,90",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,Simulação,,Ver todos os 18 idiomas disponíveis,"Um jogador
Multijogador multiplataforma
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
876,Kenshi,Yes,"Um RPG de mundo aberto onde você controla grupos, com mecânicas para fazer o que quiser, sem história linear. Torne-se comerciante, ladrão, rebelde, chefe de guerra, aventureiro, fazendeiro, escravo ou comida de canibal. Treine seus aliados e transforme vítimas em guerreiros.","Análises em geral:
Extremamente positivas (57,287 análises)",Extremamente positivas,6/dez./2018,Lo-Fi Games,"R$ 57,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,75,"Ação, Indie, RPG, Simulação, Estratégia",Ver todas as atualizações (última: 24 de mar.),Ver todos os 9 idiomas disponíveis,"Um jogador
Cartas Colecionáveis Steam
Oficina Steam
Inclui editor de níveis",Not required,Itens disponíveis na loja de pontos,394 curadores analisaram este produto. Clique aqui para saber quais.
877,For The King: Lost Civilization Adventure Pack,No,,"Análises em geral:
Neutras (378 análises)",Neutras,10/fev./2021,IronOak Games,"R$ 12,39",0,,,"Aventura, Indie, RPG, Estratégia",,Ver todos os 12 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ tela dividida/compart.
Cooperativo on-line
Coop. tela dividida/compart.
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV
Remote Play Together",Not required,0,5 curadores analisaram este produto. Clique aqui para saber quais.
878,Planet Coaster - Back to the Future™ Time Machine Construction Kit,No,,"Análises em geral:
Muito positivas (64 análises)",Muito positivas,21/jul./2017,Frontier Developments,"R$ 6,29","R$ 3,14",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Simulação, Estratégia",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam",Not required,0,4 curadores analisaram este produto. Clique aqui para saber quais.
879,Gas Station Simulator - Can Touch This DLC,Yes,,"Análises em geral:
Ligeiramente positivas (94 análises)",Ligeiramente positivas,18/mai./2022,DRAGO entertainment,"R$ 6,49","R$ 64,64",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Indie, Simulação",Ver todas as atualizações (última: 10 de fev.),Ver todos os 17 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Compat. parcial com controle
Nuvem Steam",Not required,0,2 curadores analisaram este produto. Clique aqui para saber quais.
880,MudRunner - American Wilds Expansion,No,,"Análises em geral:
Ligeiramente positivas (303 análises)",Ligeiramente positivas,23/out./2018,Saber Interactive,"R$ 34,90","R$ 6,98",,,Simulação,,Ver todos os 9 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam",Not required,0,9 curadores analisaram este produto. Clique aqui para saber quais.
881,Idle Clans,Yes,"Idle Clans is a multiplayer idle game that combines the classic MMORPG experience with simplified gameplay and less time commitment. Features include a player-driven economy, PvE, trading, quests, crafting and opportunities to play, socialize and collaborate with other players.","Análises em geral:
Neutras (93 análises)",Neutras,7/abr./2023,Isam Games,Gratuito para jogar,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Casual, Gratuito p/ Jogar, Indie, Multijogador Massivo, RPG, Acesso Antecipado",,1,"Um jogador
MMO
Cooperativo on-line
Multijogador multiplataforma
Conquistas Steam
Compras em aplicativo
O Steam está analisando este jogo ",Not required,Inclui 31 Conquistas Steam,1 curador analisou este produto. Clique aqui para saber qual.
882,PlanetSide 2,No,"PlanetSide 2 is an all-out planetary war, where thousands of players battle as one across enormous continents. Utilize infantry, ground and air vehicles, and teamwork to destroy your enemies in this revolutionary first-person shooter on a massive scale.","Análises em geral:
Muito positivas (69,318 análises)",Ligeiramente positivas,20/nov./2012,Rogue Planet Games,Free to Play,0,,84,"Ação, Gratuito p/ Jogar, Multijogador Massivo",Ver todas as atualizações (última: 5 de abr.),Ver todos os 7 idiomas disponíveis,"MMO
JxJ on-line
Cartas Colecionáveis Steam
Nuvem Steam",Not required,Itens disponíveis na loja de pontos,961 curadores analisaram este produto. Clique aqui para saber quais.
883,Titanfall® 2: Angel City's Most Wanted Bundle,No,,"Análises em geral:
Ligeiramente positivas (12 análises)",Ligeiramente positivas,18/jun./2020,Respawn Entertainment,"R$ 89,90","R$ 44,95",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,Ação,,Ver todos os 10 idiomas disponíveis,"Um jogador
JxJ on-line
Conteúdo adicional
Compat. total com controle
Cartas Colecionáveis Steam",Not required,0,2 curadores analisaram este produto. Clique aqui para saber quais.
884,Force of Warships: Jogos de navios de guerra,No,Dirija seu navio de guerra para a vitória gloriosa! Batalha online!,"Análises em geral:
Ligeiramente positivas (151 análises)",Ligeiramente positivas,9/ago./2022,XDEVS LTD,Gratuito para jogar,0,,,"Ação, Casual, Gratuito p/ Jogar, Multijogador Massivo, Simulação",,Ver todos os 10 idiomas disponíveis,"JxJ on-line
Cooperativo on-line
Multijogador multiplataforma
Compras em aplicativo",Requer aceitação de contrato de terceiros,0,4 curadores analisaram este produto. Clique aqui para saber quais.
885,鬼谷八荒 Tale of Immortal,Yes,"Tale of Immortal is an open-world sandbox based on Chinese mythology and cultivation. You will grow to become immortal, conquer the beasts from the Classic of Mountains and Season, make your choices carefully and grasp your own destiny.","Análises em geral:
Neutras (183,012 análises)",Neutras,27/jan./2021,鬼谷工作室,"R$ 56,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Ação, Aventura, Indie, RPG, Simulação, Acesso Antecipado",Ver todas as atualizações (última: 16 de mar.),1,"Um jogador
Conquistas Steam
Oficina Steam
Nuvem Steam
Remote Play no tablet",Not required,Inclui 169 Conquistas Steam,24 curadores analisaram este produto. Clique aqui para saber quais.
886,Idle Monster TD: Evolved,Yes,"Evolve epic monsters and crush puny humans in this endless idle tower defense game! Unlock, upgrade, and evolve over 150 unique monsters and pets, ranging from cute and colorful flower creatures to epic fire breathing dragons, to assemble the ultimate team against the endless waves of enemies.","Análises em geral:
Muito positivas (922 análises)",Ligeiramente positivas,16/nov./2022,Swell Games LLC,Gratuito para jogar,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Casual, Gratuito p/ Jogar, Indie, Estratégia",Ver todas as atualizações (última: 25 de fev.),1,"Um jogador
Conquistas Steam
Compras em aplicativo",Requer aceitação de contrato de terceiros,Inclui 24 Conquistas Steam,9 curadores analisaram este produto. Clique aqui para saber quais.
887,,No,,,,,,,0,,,,,1,,Not required,0,0
888,Aliens: Fireteam Elite,Yes,"Aliens: Fireteam Elite é um jogo de sobrevivência cooperativo em terceira pessoa no emblemático universo de Alien. Combata hordas de diversos xenomorfos, personalize o personagem e o equipamento e evolua-o para tentar conter essa ameaça crescente.","Análises em geral:
Muito positivas (14,642 análises)",Ligeiramente positivas,24/ago./2021,Cold Iron Studios,"R$ 99,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,,"Ação, RPG",Ver todas as atualizações (última: 7 de fev.),Ver todos os 12 idiomas disponíveis,"Um jogador
Cooperativo on-line
Multijogador multiplataforma
Conquistas Steam
Compat. total com controle
Nuvem Steam",Requer aceitação de contrato de terceiros,Inclui 46 Conquistas Steam,235 curadores analisaram este produto. Clique aqui para saber quais.
889,DREDGE - Digital Artbook,Yes,,"Análises em geral:
4 análises de usuários (4 análises)",4 análises de usuários,30/mar./2023,Black Salt Games,"R$ 14,05",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Aventura, RPG",Ver todas as atualizações (última: 6 de abr.),1,"Um jogador
Conteúdo adicional
Nuvem Steam",Not required,0,0
890,Automobilista 2- Brazilian Racing Legends Pack Pt1,No,,"Análises em geral:
Positivas (13 análises)",Positivas,30/dez./2022,Reiza Studios,"R$ 49,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Corrida, Simulação, Esportes",Ver todas as atualizações (última: 24 de mar.),Ver todos os 6 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ em rede local (LAN)
Conteúdo adicional
Compat. total com controle",Not required,0,0
891,Melvor Idle,No,"Inspirado no RuneScape, o Melvor Idle destila os principais elementos dos jogos de aventura para obter a sua mais pura essência! Este é um jogo incremental cheio de recursos, que combina uma experiência familiar com uma jogabilidade nova. Nunca foi tão zen maximizar as suas mais de 20 habilidades.","Análises em geral:
Muito positivas (8,236 análises)",Muito positivas,18/nov./2021,Games by Malcs,"R$ 32,99",0,,,"Aventura, Casual, Indie, RPG",Ver todas as atualizações (última: hoje),Ver todos os 13 idiomas disponíveis,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam",Requer aceitação de contrato de terceiros,Inclui 86 Conquistas Steam,74 curadores analisaram este produto. Clique aqui para saber quais.
892,Lethal League,No,"Lethal League é um jogo de combate com projéteis competitivo no qual você precisa acertar uma bola de antigravidade na cara do seu adversário. A bola fica mais veloz a cada colisão, até alcançar velocidades explosivas. Jogue localmente ou online.","Análises em geral:
Extremamente positivas (2,912 análises)",Extremamente positivas,27/ago./2014,Team Reptile,"R$ 26,99",0,,82,"Ação, Indie, Esportes",,1,"Um jogador
Multijogador multiplataforma
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Remote Play na TV
Remote Play Together",Requer aceitação de contrato de terceiros,Inclui 23 Conquistas Steam,408 curadores analisaram este produto. Clique aqui para saber quais.
893,The Sims™ 4 Sobrenatural Coleção de Objetos,No,,"Análises em geral:
Ligeiramente positivas (70 análises)",Ligeiramente positivas,26/jan./2021,Maxis,"R$ 49,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Casual, Simulação",Ver todas as atualizações (última: 27 de mar.),Ver todos os 18 idiomas disponíveis,"Um jogador
Conteúdo adicional
Cartas Colecionáveis Steam",Not required,0,2 curadores analisaram este produto. Clique aqui para saber quais.
894,The Sims™ 4 Digital Deluxe Upgrade,No,,"Análises em geral:
Ligeiramente positivas (25 análises)",Ligeiramente positivas,1/set./2014,Maxis,"R$ 49,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,Simulação,Ver todas as atualizações (última: 27 de mar.),Ver todos os 18 idiomas disponíveis,"Um jogador
Conteúdo adicional",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
895,The Sims™ 4 Laundry Day Stuff,No,,"Análises em geral:
Neutras (71 análises)",Neutras,16/jan./2018,Maxis,"R$ 49,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,Simulação,Ver todas as atualizações (última: 27 de mar.),Ver todos os 18 idiomas disponíveis,"Um jogador
Conteúdo adicional",Not required,0,3 curadores analisaram este produto. Clique aqui para saber quais.
896,The Sims™ 4 Jardim Romântico Coleção de Objetos,No,,"Análises em geral:
Neutras (20 análises)",Neutras,9/fev./2016,Maxis,"R$ 49,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,Simulação,Ver todas as atualizações (última: 27 de mar.),Ver todos os 18 idiomas disponíveis,"Um jogador
Conteúdo adicional",Not required,0,2 curadores analisaram este produto. Clique aqui para saber quais.
897,天命奇御二 Fate Seeker II,Yes,"Following the previous one, “Fate Seeker II” character development, thinking and exploration and other elements. You can experience real-time combat without switching scenes, and feel the delightful martial arts anytime.","Análises em geral:
Muito positivas (10,091 análises)",Muito positivas,22/nov./2021,甲山林娛樂股份有限公司,"R$ 122,60","R$ 61,30",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,RPG,,1,"Um jogador
Conquistas Steam
Compat. parcial com controle
Nuvem Steam",Requer aceitação de contrato de terceiros,Inclui 93 Conquistas Steam,53 curadores analisaram este produto. Clique aqui para saber quais.
